phrase,phrase_compact,count,phrase_len,n_pred_hits
lây lan cho dân chúng,lâylanchodânchúng,1,17,0
sống thua cả con vàng,sốngthuacảconvàng,1,17,0
người phụ nữ như mẹ nó,ngườiphụnữnhưmẹnó,1,17,0
yêu lâu mới lộ ra ngay,yêulâumớilộrangay,1,17,0
thở ra cái là thấy mùi,thởracáilàthấymùi,1,17,0
thằng mũi lõ mắt xanh,thằngmũilõmắtxanh,1,17,0
phân biệt vùng miền,phânbiệtvùngmiền,2,16,0
cách ly ở nhà tang lễ,cáchlyởnhàtanglễ,1,16,0
cái đám đu càng thọt,cáiđámđucàngthọt,1,16,0
bớt đi một loại phân,bớtđimộtloạiphân,1,16,0
nâng điểm vào ngành,nângđiểmvàongành,1,16,0
hình người mà óc chó,hìnhngườimàócchó,1,16,0
chịu khó đọc báo dùm,chịukhóđọcbáodùm,1,16,0
mèo rồi lại hoàn mèo,mèorồilạihoànmèo,1,16,0
éo cần phải động não,éocầnphảiđộngnão,1,16,0
viết sách dạy người,viếtsáchdạyngười,1,16,0
ý thức như đầu buooi,ýthứcnhưđầubuooi,1,16,0
huyền thoại của bác,huyềnthoạicủabác,1,16,0
loại ngu dốt như mày,loạingudốtnhưmày,1,16,0
k biết xem thời gian,kbiếtxemthờigian,1,16,0
con đỷ mẹ mày con chó,conđỷmẹmàyconchó,1,16,0
dung hết xài rồi vứt,dunghếtxàirồivứt,1,16,0
đáp lồn má mấy thằng,đáplồnmámấythằng,1,16,0
con mẹ mày thằng chó,conmẹmàythằngchó,1,16,0
nhật this nhật that,nhậtthisnhậtthat,1,16,0
thanh trừng đẫm máu,thanhtrừngđẫmmáu,1,16,0
chó chê mèo lắm lông,chóchêmèolắmlông,1,16,0
chết nó chôn tập thể,chếtnóchôntậpthể,1,16,0
the lòn ma the lòn ma,thelònmathelònma,1,16,0
thằng bụng phệ óc mỡ,thằngbụngphệócmỡ,1,16,0
cha chung ko ai khóc,chachungkoaikhóc,1,16,0
mở miệng là thịt chó,mởmiệnglàthịtchó,1,16,0
chôn chừa cái đầu nó,chônchừacáiđầunó,1,16,0
ức hiếp dân thì giỏi,ứchiếpdânthìgiỏi,1,16,0
"đụ mẹ thằng ""lỏng bao",đụmẹthằnglỏngbao,1,16,0
ác độc hơn lũ ngạ quỹ,ácđộchơnlũngạquỹ,1,16,0
nhà từ thiện online,nhàtừthiệnonline,1,16,0
tong chúng nó ra đảo,tongchúngnórađảo,1,16,0
có não ko bt suy nghĩ,cónãokobtsuynghĩ,1,16,0
lủ chó như...cha mẹ mày,lủchónhưchamẹmày,1,16,0
"bạo hành, lạm dụng td",bạohànhlạmdụngtd,1,16,0
làm ô xin như con chó,làmôxinnhưconchó,1,16,0
lái đi đâu đâu để cãi,láiđiđâuđâuđểcãi,1,16,0
cục súc vô nhân tính,cụcsúcvônhântính,1,16,0
dan ông ko ra dan ông,danôngkoradanông,1,16,0
ko đánh cũng đã khai,kođánhcũngđãkhai,1,16,0
thay đổi chế độ csvn,thayđổichếđộcsvn,1,16,0
nghe muon ỉa ra quần,nghemuonỉaraquần,1,16,0
thua thằng giang hồ,thuathằnggianghồ,1,16,0
thầy giọt nước cống,thầygiọtnướccống,1,16,0
làm như quan tâm lắm,làmnhưquantâmlắm,1,16,0
miệng co doi ma thui,miệngcodoimathui,1,16,0
jk nào dừa chắc ooke,jknàodừachắcooke,1,16,0
ra toà chỉ là diễn hề,ratoàchỉlàdiễnhề,1,16,0
mặt dầy như đít trâu,mặtdầynhưđíttrâu,1,16,0
đu thăng cha tyi bay,đuthăngchatyibay,1,16,0
lũ tham ô tham nhũng,lũthamôthamnhũng,1,16,0
trên trời dưới biển,trêntrờidướibiển,1,16,0
con thú vật đầu thai,conthúvậtđầuthai,1,16,0
bọn nhai đi nhai lại,bọnnhaiđinhailại,1,16,0
ông ổng như lợn rống,ôngổngnhưlợnrống,1,16,0
phân biệt chủng tộc,phânbiệtchủngtộc,1,16,0
chưa kéo quần ngoài,chưakéoquầnngoài,1,16,0
nộp thuế nuôi ai đây,nộpthuếnuôiaiđây,1,16,0
phi tên lửa bằng mõm,phitênlửabằngmõm,1,16,0
hàng giả chính hãng,hànggiảchínhhãng,1,16,0
cả họ con này bị ma ám,cảhọconnàybịmaám,1,16,0
sủa như 1 con chó dại,sủanhư1conchódại,1,16,0
súc phạm loài người,súcphạmloàingười,1,16,0
ông cố nội lão trọng,ôngcốnộilãotrọng,1,16,0
lũ nịnh nọt bán nước,lũnịnhnọtbánnước,1,16,0
"sang \"" lên được tý nào",sanglênđượctýnào,1,16,0
đánh chết mẹ thằng,đánhchếtmẹthằng,1,15,0
nhìn k ưa miếng nào,nhìnkưamiếngnào,1,15,0
đứa thiếu giáo dục,đứathiếugiáodục,1,15,0
giết người dấu tay,giếtngườidấutay,1,15,0
phà vài hơi vào mẹt,phàvàihơivàomẹt,1,15,0
cai dau trong rong,caidautrongrong,1,15,0
nghèo đói bệnh tật,nghèođóibệnhtật,1,15,0
đẹp mà ý thức như cc,đẹpmàýthứcnhưcc,1,15,0
nghiệp kiep truoc,nghiệpkieptruoc,1,15,0
xe bắt chó kg bắt nó,xebắtchókgbắtnó,1,15,0
sản phẩm của satan,sảnphẩmcủasatan,1,15,0
vấn đề về thần kinh,vấnđềvềthầnkinh,1,15,0
lũ sâu mọt thối nát,lũsâumọtthốinát,1,15,0
mỉa mai trào phúng,mỉamaitràophúng,1,15,0
cực kỳ thuyết phục,cựckỳthuyếtphục,1,15,4
am dụng chức quyền,amdụngchứcquyền,1,15,0
hậu quả khôn lường,hậuquảkhônlường,1,15,0
noi ko so meo mieng,noikosomeomieng,1,15,0
ghét cây ghét đắng,ghétcâyghétđắng,1,15,0
chuyện hài nhà sản,chuyệnhàinhàsản,1,15,0
tiếng xấu muôn đời,tiếngxấumuônđời,1,15,0
hoang dâm trụy lạc,hoangdâmtrụylạc,1,15,0
tai bã như tai trâu,taibãnhưtaitrâu,1,15,0
ổ phá hoại đạo pháp,ổpháhoạiđạopháp,1,15,0
loạn lạc điêu linh,loạnlạcđiêulinh,1,15,0
em gái ngon ngọt nc,emgáingonngọtnc,1,15,0
hóa điên hóa khùng,hóađiênhóakhùng,1,15,0
mày có con cũng ngu,màycóconcũngngu,1,15,0
ý thức nó cũng y vậy,ýthứcnócũngyvậy,1,15,0
lấy tiền nấu thuốc,lấytiềnnấuthuốc,1,15,0
dân nuôn đời vất vả,dânnuônđờivấtvả,1,15,0
nằm đấy vs tay trái,nằmđấyvstaytrái,1,15,0
thằng đạo chất xám,thằngđạochấtxám,1,15,0
rút sạch sương máu,rútsạchsươngmáu,1,15,0
giấy tiền vàng bạc,giấytiềnvàngbạc,1,15,0
già đầu ko biết dạy,giàđầukobiếtdạy,1,15,0
hồn siêu phách tán,hồnsiêupháchtán,1,15,0
não teo rồi hoá chó,nãoteorồihoáchó,1,15,0
tao đi lãnh 3 củ đây,taođilãnh3củđây,1,15,0
chống lầy kiếm lúa,chốnglầykiếmlúa,1,15,0
đồng bọn với con bò,đồngbọnvớiconbò,1,15,0
làm chuyện ruồi bu,làmchuyệnruồibu,1,15,0
uống nước đái ruồi,uốngnướcđáiruồi,1,15,0
mồm lai trung cuốc,mồmlaitrungcuốc,1,15,0
con khùng bẩm sinh,conkhùngbẩmsinh,1,15,0
đoàn tụ với tổ tiên,đoàntụvớitổtiên,1,15,0
ngu mà tỏ nguy hiểm,ngumàtỏnguyhiểm,1,15,0
bánh tráng mặt lật,bánhtrángmặtlật,1,15,0
thua loài súc sinh,thualoàisúcsinh,1,15,0
có óc để suy nghĩ ko,cóócđểsuynghĩko,1,15,0
ăn đồ trộn hoá chất,ănđồtrộnhoáchất,1,15,0
không có chuẩn mực,khôngcóchuẩnmực,1,15,0
cỏng rắn cắn gà nhà,cỏngrắncắngànhà,1,15,0
người cha ra người,ngườicharangười,1,15,0
tuc tĩu mất dạy quá,tuctĩumấtdạyquá,1,15,0
bọn ăn tàn phá hoại,bọnăntànpháhoại,1,15,0
coi trời bằng vung,coitrờibằngvung,1,15,0
đậu xanh rau muống,đậuxanhraumuống,1,15,0
thằng ngu+ thất học,thằngnguthấthọc,1,15,0
đánh bóng tên tuổi,đánhbóngtêntuổi,1,15,0
trời cũng đánh mày,trờicũngđánhmày,1,15,0
nói hoài mỏi miệng,nóihoàimỏimiệng,1,15,0
sủa nhăng sủa cuội,sủanhăngsủacuội,1,15,0
ăn hết của ông nội m,ănhếtcủaôngnộim,1,15,1
thần kinh có vấn đề,thầnkinhcóvấnđề,1,15,0
tiền che hàng cave,tiềnchehàngcave,1,15,0
chơi chắc đập luôn,chơichắcđậpluôn,1,15,0
hội phụ nữ đông lào,hộiphụnữđônglào,1,15,0
nổ banh cái dòng họ,nổbanhcáidònghọ,1,15,0
dân đánh trộm => đi tù,dânđánhtrộmđitù,1,15,0
chặt cái đầu heo nó,chặtcáiđầuheonó,1,15,0
không biết tốt xấu,khôngbiếttốtxấu,1,15,0
vua sau vua nao yeu,vuasauvuanaoyeu,1,15,0
não đéo phát triển,nãođéopháttriển,1,15,0
tung hứng hò bả chó,tunghứnghòbảchó,1,15,0
ngua quen dương cu,nguaquendươngcu,1,15,0
đánh bomm chết cha,đánhbommchếtcha,1,15,0
cứt cũng thành cơm,cứtcũngthànhcơm,1,15,0
không bình thường,khôngbìnhthường,1,15,0
bọn chó chỉ biết ăn,bọnchóchỉbiếtăn,1,15,0
cái miệng nó dơ bẩn,cáimiệngnódơbẩn,1,15,0
ngóc đầu dậy ko nổi,ngócđầudậykonổi,1,15,0
“cháu ngoan” boác hù,cháungoanboáchù,1,15,0
xách cần đi câu cơm,xáchcầnđicâucơm,1,15,0
về vn làm cái đéo gì,vềvnlàmcáiđéogì,1,15,0
bọn trung quốc chó,bọntrungquốcchó,1,15,0
hi sinh người chết,hisinhngườichết,1,15,0
đi học tiếng người,đihọctiếngngười,1,15,0
tổ tiên nhà bọn mày,tổtiênnhàbọnmày,1,15,0
lấy cái não dùng đi,lấycáinãodùngđi,1,15,0
mồm bọn chống cộng,mồmbọnchốngcộng,1,15,0
cắn chết bà bọn mày,cắnchếtbàbọnmày,1,15,0
vịn quốc vinh thân,vịnquốcvinhthân,1,15,0
ý thức như cái đách,ýthứcnhưcáiđách,1,15,0
lũ bán nước hại dân,lũbánnướchạidân,1,15,0
nói xuôi nói ngược,nóixuôinóingược,1,15,0
vô ý thức óc xi măng,vôýthứcócximăng,1,15,0
tay nhanh hơn não,taynhanhhơnnão,7,14,1
phản lại cái động,phảnlạicáiđộng,3,14,0
tỏ ra thượng đẳng,tỏrathượngđẳng,2,14,0
anh hùng bàn phím,anhhùngbànphím,2,14,0
chán bọn tây lông,chánbọntâylông,1,14,0
làm đc cơm cháo gì,làmđccơmcháogì,1,14,0
cảnh sát cướp đất,cảnhsátcướpđất,1,14,0
cộng sản cướp đất,cộngsảncướpđất,1,14,0
có vấn đề về nảo bộ,cóvấnđềvềnảobộ,1,14,0
ngồi trên công lý,ngồitrêncônglý,1,14,0
sống ko bằng chết,sốngkobằngchết,1,14,0
bọn cẩu tham quan,bọncẩuthamquan,1,14,0
tien tri cau tieu,tientricautieu,1,14,0
bọn không có tiền,bọnkhôngcótiền,1,14,0
coi dân nhu đồ ngu,coidânnhuđồngu,1,14,0
lũ thổ dân mồm vẩu,lũthổdânmồmvẩu,1,14,0
ngửa tay xin tiền,ngửatayxintiền,1,14,0
chặt đầu và tứ chi,chặtđầuvàtứchi,1,14,0
mất hình tượng vl,mấthìnhtượngvl,1,14,0
nhốt vào cho chết,nhốtvàochochết,1,14,0
chưa bị bắt nữa hả,chưabịbắtnữahả,1,14,0
mãi cũng ko sửa đc,mãicũngkosửađc,1,14,0
đâm đầu chết mẹ đi,đâmđầuchếtmẹđi,1,14,0
chúng mày ngu lắm,chúngmàyngulắm,1,14,0
chết dần chết mòn,chếtdầnchếtmòn,1,14,0
tiên cha chug mày,tiênchachugmày,1,14,0
đuỹ lone khốn nạn,đuỹlonekhốnnạn,1,14,0
con chó lol con me,conchólolconme,1,14,0
họa từ miệng mà ra,họatừmiệngmàra,1,14,0
ăn cho nhiều tiền,ănchonhiềutiền,1,14,0
tủn mủn chỉ có vậy,tủnmủnchỉcóvậy,1,14,0
chửi cái lũ cô hồn,chửicáilũcôhồn,1,14,0
ông bà già tụi bây,ôngbàgiàtụibây,1,14,0
a rất thượng đẳng,arấtthượngđẳng,1,14,0
khắm như nước mắm,khắmnhưnướcmắm,1,14,0
ý thức để dưới đít,ýthứcđểdướiđít,1,14,0
t cho xuống cầu sg,tchoxuốngcầusg,1,14,0
chống phá nửa mùa,chốngphánửamùa,1,14,0
thứ ăn cháo đá bát,thứăncháođábát,1,14,0
ép phải nhận tiền,épphảinhậntiền,1,14,0
cây nọc giữa háng,câynọcgiữaháng,1,14,0
gạch đá đủ xây nhà,gạchđáđủxâynhà,1,14,0
mặt nhìn kinh quá,mặtnhìnkinhquá,1,14,0
giọng như vịt đực,giọngnhưvịtđực,1,14,0
đẻ con ra cẩn thận,đẻconracẩnthận,1,14,0
thịt bơm hóa chất,thịtbơmhóachất,1,14,0
để ông khác còn ăn,đểôngkháccònăn,1,14,0
tui no sủa như chó,tuinosủanhưchó,1,14,0
óc con chó vãi lồn,ócconchóvãilồn,1,14,0
con bóng ngu ngục,conbóngngungục,1,14,0
nhai mãi đéo chán,nhaimãiđéochán,1,14,0
trại thương điên,trạithươngđiên,1,14,1
rủa người ta chết,rủangườitachết,1,14,0
học hành không lo,họchànhkhônglo,1,14,0
xấu còn như đàn og,xấucònnhưđànog,1,14,0
lũ tham quan ô lại,lũthamquanôlại,1,14,0
đẳng ngang với di,đẳngngangvớidi,1,14,0
uống nước là đi tù,uốngnướclàđitù,1,14,0
thằng bóng khùng,thằngbóngkhùng,1,14,0
chai sting vô đầu,chaistingvôđầu,1,14,0
chảy máu chất xám,chảymáuchấtxám,1,14,0
thùng rỗng kêu to,thùngrỗngkêuto,1,14,0
ai nói gì cũng tin,ainóigìcũngtin,1,14,0
gian manh xảo trá,gianmanhxảotrá,1,14,0
lây bệnh cho ngta,lâybệnhchongta,1,14,0
cạch chính quyền,cạchchínhquyền,1,14,0
kẻ thấp cổ bé họng,kẻthấpcổbéhọng,1,14,0
khuyết tật về não,khuyếttậtvềnão,1,14,0
cai lol me tui may,cailolmetuimay,1,14,0
trán ngắn tóc dài,tránngắntócdài,1,14,0
thiên đường xhcn,thiênđườngxhcn,1,14,2
lỗ mũi như lỗ trâu,lỗmũinhưlỗtrâu,1,14,0
cường quyền ác bá,cườngquyềnácbá,1,14,0
núp dưới đáy quần,núpdướiđáyquần,1,14,0
người ko ra người,ngườikorangười,1,14,0
hòn dái viễn đông,hòndáiviễnđông,1,14,0
bằng mọi thủ đoạn,bằngmọithủđoạn,1,14,0
đám côn đồ tụi mày,đámcônđồtụimày,1,14,0
tạo chút scandal,tạochútscandal,1,14,0
cách ly vĩnh viễn,cáchlyvĩnhviễn,1,14,0
"lỗi của mỹ, của tàu",lỗicủamỹcủatàu,1,14,0
không còn sửa sai,khôngcònsửasai,1,14,0
hạng thượng đẳng,hạngthượngđẳng,1,14,0
tuổi j so dislike,tuổijsodislike,1,14,0
chứng nào tật nấy,chứngnàotậtnấy,1,14,0
nhớ mang theo não,nhớmangtheonão,1,14,0
mặt thì ngắn ngủn,mặtthìngắnngủn,1,14,0
có não cũng như ko,cónãocũngnhưko,1,14,0
mua quan bán chức,muaquanbánchức,1,14,0
ảo tưởng vãi lồnn,ảotưởngvãilồnn,1,14,0
này thì đáng sống,nàythìđángsống,1,14,0
chấm mút các kiểu,chấmmútcáckiểu,1,14,0
giữ mồm giữ miệng,giữmồmgiữmiệng,1,14,0
lỳ cái mặt bám ghế,lỳcáimặtbámghế,1,14,0
bán cái lương tâm,báncáilươngtâm,1,14,0
người khuyết tật,ngườikhuyếttật,1,14,0
thối nát thối nát,thốinátthốinát,1,14,0
bần tiện lưu manh,bầntiệnlưumanh,1,14,0
ăn tiền nên mới xử,ăntiềnnênmớixử,1,14,0
bọn chúng trả thù,bọnchúngtrảthù,1,14,0
loại ghen ăn tức ở,loạighenăntứcở,1,14,0
ăn trên ngồi chốc,ăntrênngồichốc,1,14,0
thầy của bọn bò đỏ,thầycủabọnbòđỏ,1,14,0
ảo tưởng sức mạnh,ảotưởngsứcmạnh,1,14,0
hot girl ống tinh,hotgirlốngtinh,1,14,0
con sinh vật kì bí,consinhvậtkìbí,1,14,0
con đàn bà lèo lon,conđànbàlèolon,1,14,0
chia re.thuần hoá,chiarethuầnhoá,1,14,0
tội nhân thiên cổ,tộinhânthiêncổ,1,14,0
tên bán nam bán nữ,tênbánnambánnữ,1,14,0
hi sinh thầm lặng,hisinhthầmlặng,1,14,0
kiếp sống chó săn,kiếpsốngchósăn,1,14,0
đạo đức xuống cấp,đạođứcxuốngcấp,1,14,0
óc éo bằng con chó,ócéobằngconchó,1,14,0
đánh chết mẹ nó đi,đánhchếtmẹnóđi,1,14,0
thượng bất chính,thượngbấtchính,1,14,1
bom nổ chết mẹ mày,bomnổchếtmẹmày,1,14,0
con nhung đầu heo,connhungđầuheo,1,14,0
mạng nguoi rẻ bèo,mạngnguoirẻbèo,1,14,0
chửi đau chửi đớn,chửiđauchửiđớn,1,14,0
chửi qua chửi lại,chửiquachửilại,1,14,0
quỷ đội lốt người,quỷđộilốtngười,1,14,0
thăng trung cộng,thăngtrungcộng,1,14,0
tưởng thế là ngầu,tưởngthếlàngầu,1,14,1
bọn dâm loạn viên,bọndâmloạnviên,1,14,0
họp thì mới hết lũ,họpthìmớihếtlũ,1,14,0
cộng sản nằm vùng,cộngsảnnằmvùng,1,14,0
sai thì hãy mở mồm,saithìhãymởmồm,1,14,0
ngàn năm văn vật,ngànnămvănvật,2,13,0
địt mẹ chúng mày,địtmẹchúngmày,2,13,0
thiếu hiểu biết,thiếuhiểubiết,2,13,0
nhai đi nhai lại,nhaiđinhailại,2,13,1
thằng biến thái,thằngbiếnthái,2,13,0
mả cha chúng mày,mảchachúngmày,2,13,0
"""đi nàm kách mệnh""",đinàmkáchmệnh,1,13,0
lủ chó chúng mày,lủchóchúngmày,1,13,0
ngu như 1 con lợn,ngunhư1conlợn,1,13,0
khẩu phật tâm xà,khẩuphậttâmxà,1,13,0
lủ ngu các người,lủngucácngười,1,13,0
khùng khí chuột,khùngkhíchuột,1,13,0
bốc phét ăn tiền,bốcphétăntiền,1,13,0
thối đến fat tởm,thốiđếnfattởm,1,13,0
thật là nhục nhã,thậtlànhụcnhã,1,13,0
đkm lũ phản động,đkmlũphảnđộng,1,13,0
sinh vật hạ đẳng,sinhvậthạđẳng,1,13,0
thứ ko nhân cách,thứkonhâncách,1,13,0
méo đc miếng đức,méođcmiếngđức,1,13,0
tháh rãh cmn hág,tháhrãhcmnhág,1,13,0
bệnh...thành tích,bệnhthànhtích,1,13,0
nơi cung cấp cứt,nơicungcấpcứt,1,13,0
con bóng lải cái,conbónglảicái,1,13,0
trên đầu trên cổ,trênđầutrêncổ,1,13,0
dân tộc suy vong,dântộcsuyvong,1,13,0
tuc tiu hay ho gi,tuctiuhayhogi,1,13,0
chửi này chửi nọ,chửinàychửinọ,1,13,0
bóp vú bên đường,bópvúbênđường,1,13,0
kệ cha chúng mày,kệchachúngmày,1,13,0
có biến thì chạy,cóbiếnthìchạy,1,13,0
cái đầu ko có não,cáiđầukocónão,1,13,0
dân chịu hậu quả,dânchịuhậuquả,1,13,0
vòng vo tam quốc,vòngvotamquốc,1,13,0
riết không ra gì,riếtkhôngragì,1,13,0
thằng bệnh hoạn,thằngbệnhhoạn,1,13,0
thứ chó lưu vong,thứchólưuvong,1,13,0
cạn tàu gáo máng,cạntàugáománg,1,13,0
chết ko kịp ngáp,chếtkokịpngáp,1,13,0
đừng có về vn nữa,đừngcóvềvnnữa,1,13,0
lũ sư quốc doanh,lũsưquốcdoanh,1,13,0
loại giả đạo đức,loạigiảđạođức,1,13,0
ko được giáo dục,kođượcgiáodục,1,13,0
thuốc kích phọt,thuốckíchphọt,1,13,0
con đàn bà khó ưa,conđànbàkhóưa,1,13,0
kẻ nhận thức kém,kẻnhậnthứckém,1,13,0
khùng điên nang,khùngđiênnang,1,13,0
phục cái máu lồn,phụccáimáulồn,1,13,1
bụng như con heo,bụngnhưconheo,1,13,0
thằng bụng bà đẻ,thằngbụngbàđẻ,1,13,0
chết người bị ém,chếtngườibịém,1,13,0
con mụ thần kinh,conmụthầnkinh,1,13,0
đầu đường xó chợ,đầuđườngxóchợ,1,13,0
tệ hơn đống phân,tệhơnđốngphân,1,13,0
nâng bi tự sướng,nângbitựsướng,1,13,0
trèo cao ngã đau,trèocaongãđau,1,13,0
đàn áp lạm quyền,đànáplạmquyền,1,13,0
bán đất bán biển,bánđấtbánbiển,1,13,0
dc gia thi chiếm,dcgiathichiếm,1,13,0
k còn răng để nói,kcònrăngđểnói,1,13,0
lồn mẹ chúng mày,lồnmẹchúngmày,1,13,1
"mấy chị \""có ý thức",mấychịcóýthức,1,13,0
uống rượu lái xe,uốngrượuláixe,1,13,0
ý thức như củ cải,ýthứcnhưcủcải,1,13,0
con mã mẹ tụi mày,conmãmẹtụimày,1,13,0
tương tác đen vl,tươngtácđenvl,1,13,0
cái thể loại này,cáithểloạinày,1,13,1
địt mịa chúng nó,địtmịachúngnó,1,13,0
ồn ào tranh chấp,ồnàotranhchấp,1,13,0
nước mất nhà tan,nướcmấtnhàtan,1,13,0
nghèo bày dạt nỏ,nghèobàydạtnỏ,1,13,0
bán nước hại dân,bánnướchạidân,1,13,0
hau qua se ap den,hauquaseapden,1,13,0
luat an tien dan,luatantiendan,1,13,0
có biến thành ko,cóbiếnthànhko,1,13,0
ko biến thành có,kobiếnthànhcó,1,13,0
xiên cho nó 1 cái,xiênchonó1cái,1,13,0
chửi dân như con,chửidânnhưcon,1,13,0
đám dâm lợn viên,đámdâmlợnviên,1,13,0
tham hơn súc vật,thamhơnsúcvật,1,13,0
tỏ vẻ bố thiên hạ,tỏvẻbốthiênhạ,1,13,0
ngu như redbull,ngunhưredbull,1,13,0
thằng cẩu nô tài,thằngcẩunôtài,1,13,0
thay đổi pháp lý,thayđổipháplý,1,13,0
bới cứt tìm giun,bớicứttìmgiun,1,13,0
con đĩ quái thai,conđĩquáithai,1,13,0
xã hội cong vòng,xãhộicongvòng,1,13,0
nhai như gia súc,nhainhưgiasúc,1,13,0
nhảy bông nhông,nhảybôngnhông,1,13,0
chet ko đau thai,chetkođauthai,1,13,0
khóa luôn cả tay,khóaluôncảtay,1,13,0
vì nước quên dân,vìnướcquêndân,1,13,0
thằng óc như chó,thằngócnhưchó,1,13,0
xấu hết phần chó,xấuhếtphầnchó,1,13,0
ngu ko chịu được,ngukochịuđược,1,13,0
mat nhu đau trau,matnhuđautrau,1,13,0
làm 3 cái trò này,làm3cáitrònày,1,13,0
"""chống phá chế độ""",chốngpháchếđộ,1,13,0
thằng phản động,thằngphảnđộng,1,13,1
loại ko học thức,loạikohọcthức,1,13,0
không có cái đầu,khôngcócáiđầu,1,13,0
đập phá chén cơm,đậppháchéncơm,1,13,0
con ông cháu cha,conôngcháucha,1,13,0
bọn thượng đẳng,bọnthượngđẳng,1,13,0
thằng thánh nện,thằngthánhnện,1,13,0
chui chet me con,chuichetmecon,1,13,0
ý thức chuột cắn,ýthứcchuộtcắn,1,13,0
quên uống thuốc,quênuốngthuốc,1,13,0
bán hàng thật đi,bánhàngthậtđi,1,13,0
tẩy chay con chó,tẩychayconchó,1,13,0
giang hồ mất dạy,gianghồmấtdạy,1,13,0
cái mỏ như mỏ vịt,cáimỏnhưmỏvịt,1,13,0
thang be de thui,thangbedethui,1,13,0
đổi màu hộ chiếu,đổimàuhộchiếu,1,13,0
bệnh thì mới nhớ,bệnhthìmớinhớ,1,13,0
đội nhau lên đầu,độinhaulênđầu,1,13,0
con mẹ chúng mày,conmẹchúngmày,1,13,1
con di~ dang hang,condidanghang,1,13,0
nhìn bẩn con mắt,nhìnbẩnconmắt,1,13,0
trời qua bao may,trờiquabaomay,1,13,0
lũ bác sỹ như mày,lũbácsỹnhưmày,1,13,0
đồng tiền vơ bẩn,đồngtiềnvơbẩn,1,13,0
thu khau nghiep,thukhaunghiep,1,13,0
bao che cho nhau,baochechonhau,1,13,0
dối trá và mị dân,dốitrávàmịdân,1,13,0
ngu dốt thất học,ngudốtthấthọc,1,13,0
chi co cai mieng,chicocaimieng,1,13,0
trời qua báo may,trờiquabáomay,1,13,0
thủ tục dân nước,thủtụcdânnước,1,13,0
tiểu quốc rau má,tiểuquốcraumá,1,13,0
mã cha chúng mày,mãchachúngmày,1,13,0
cái loại như này,cáiloạinhưnày,1,13,0
"ăn tục, nói khoét",ăntụcnóikhoét,1,13,0
vi rút tên nhung,virúttênnhung,1,13,0
đợi mãi không có,đợimãikhôngcó,1,13,0
con sâu gặm tiền,consâugặmtiền,1,13,0
ns cái lồn gì k đc,nscáilồngìkđc,1,13,0
chả có nổi ý thức,chảcónổiýthức,1,13,0
không biết điều,khôngbiếtđiều,1,13,0
nhét chữ vào mồm,nhétchữvàomồm,1,13,0
thằng đuỹ xứ lừa,thằngđuỹxứlừa,1,13,0
lũ dâm loạn viên,lũdâmloạnviên,1,13,0
hồng hơn chuyên,hồnghơnchuyên,1,13,0
chửi như hát hay,chửinhưháthay,1,13,0
thằng zô zăn hoá,thằngzôzănhoá,1,13,0
khẩu nghiệp mày,khẩunghiệpmày,1,13,0
câm con mẹ nó mồm,câmconmẹnómồm,1,13,0
ăn mất cái ý thức,ănmấtcáiýthức,1,13,0
tưởng thế là hay,tưởngthếlàhay,1,13,1
cào lồn ăn vạ lắm,càolồnănvạlắm,1,13,0
không có ý thức,khôngcóýthức,3,12,0
hết thuốc chữa,hếtthuốcchữa,2,12,1
het thuoc chua,hetthuocchua,2,12,0
đậu xanh rau má,đậuxanhraumá,2,12,0
nước mắt cá sấu,nướcmắtcásấu,2,12,3
nói xạo nói láo,nóixạonóiláo,2,12,0
câm như con chó,câmnhưconchó,1,12,0
nhảy dựng dựng,nhảydựngdựng,1,12,0
chịt chịt đụ đụ,chịtchịtđụđụ,1,12,0
ăn phải gai tre,ănphảigaitre,1,12,0
chết hàng loạt,chếthàngloạt,1,12,0
ko ra con người,koraconngười,1,12,0
lên mặt dạy đời,lênmặtdạyđời,1,12,0
thằng lỏng bao,thằnglỏngbao,1,12,0
dắt mũi dư luận,dắtmũidưluận,1,12,0
văn hóa rừng rú,vănhóarừngrú,1,12,0
vô luân vô pháp,vôluânvôpháp,1,12,0
thằng lưu manh,thằnglưumanh,1,12,0
hài cốt khỉ đột,hàicốtkhỉđột,1,12,0
bố giang hồ mõm,bốgianghồmõm,1,12,0
bóp dái cả team,bópdáicảteam,1,12,0
đánh xịt máu mỏ,đánhxịtmáumỏ,1,12,0
cá lóc chùi đít,cálócchùiđít,1,12,0
phản đôôộoong,phảnđôôộoong,1,12,0
dí buồi vào mặt,díbuồivàomặt,1,12,0
thằng tung cựa,thằngtungcựa,1,12,0
đánh chết mẹ nó,đánhchếtmẹnó,1,12,0
thằng liệt não,thằngliệtnão,1,12,0
thông đít nhau,thôngđítnhau,1,12,0
ăn mặc kiểu lồn,ănmặckiểulồn,1,12,0
dai như đĩa đói,dainhưđĩađói,1,12,0
se sua diêm dúa,sesuadiêmdúa,1,12,0
mo cua no an cuc,mocuanoancuc,1,12,0
vua gia vua sau,vuagiavuasau,1,12,0
đá xéo móc họng,đáxéomóchọng,1,12,0
tư cách đéo xịn,tưcáchđéoxịn,1,12,0
bốc họ chăn gái,bốchọchăngái,1,12,0
động mồ động mả,độngmồđộngmả,1,12,0
thích lây bệnh,thíchlâybệnh,1,12,0
văn hoá quá kém,vănhoáquákém,1,12,0
