text_clean,label_id,label_name,svm_pred,bilstm_pred,phobert_pred,deberta_pred,svm_label,bilstm_label,phobert_label,deberta_label,svm_ok,bilstm_ok,phobert_ok,deberta_ok,error_pair
Mtp,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
"Ông Dần là 3/// nhưng là 3/// zui, khác vs 3/// lol kia",2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
đổi avata để ủng hộ . yêu cầu nhà nuosc đưa cán bộ tới VŨNG ÁN tắm biển hết đi,0,CLEAN,0,0,2,2,CLEAN,CLEAN,HATE,HATE,1,1,0,0,CLEAN -> HATE
toẹt vời :D,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Thôi anh ơi chuẩn bị về mở tiệm bánh tráng là được rồi,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Dương =)) Làm gì kệ mẹ bạn,2,HATE,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Giống loài Loan luân la vây,2,HATE,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
"4,5 tr đảng viên đã lỡ leo lưng cọp",0,CLEAN,2,0,0,2,HATE,CLEAN,CLEAN,HATE,0,1,1,0,CLEAN -> HATE
Nguoi dep,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
buôn cuoi quá anh Lân oi chọc nha tiên tri hoài,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Làm con người kh thích thích làm con cặt,1,OFFENSIVE,0,0,1,2,CLEAN,CLEAN,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
Này khẩu phật tâm xà,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Ba Gà MTP,0,CLEAN,0,2,0,1,CLEAN,HATE,CLEAN,OFFENSIVE,1,0,1,0,CLEAN -> OFFENSIVE
Haha lạy mấy mẹ,0,CLEAN,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,1,0,1,0,CLEAN -> OFFENSIVE
Vũ Thanh Huyền khi bạn cmt nhưng lại quên lắp não :v,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
Bố lạy mày Nhung ơi là Nhung,2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
Nhung ơi Nhung ra đây mà xem nè em :) xem em đã làm j cho đất nước nè :),2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Đm! Đen méo chơi nữa,0,CLEAN,1,1,1,2,OFFENSIVE,OFFENSIVE,OFFENSIVE,HATE,0,0,0,0,CLEAN -> HATE
No vừa thôi ma ơi . nó nở banh hang giờ...,2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
@Phương vo nói cl gì z mẹ. Nói mà để ng ta từ chối hiểu hay gì á,2,HATE,1,2,2,1,OFFENSIVE,HATE,HATE,OFFENSIVE,0,1,1,0,HATE -> OFFENSIVE
"Quỳnh Hương thật, t tưởng nó viết thiếu dấu nặng, mẹ nó chứ",2,HATE,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,1,1,0,0,HATE -> OFFENSIVE
"Dân đen dân bẩn ai mà không biết, chỉ có người trong sạch đứng trong hàng ngũ của Đ là không biết thôi.",2,HATE,0,1,2,0,CLEAN,OFFENSIVE,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
bút thì chả cần bỏ mẹ ra :)),1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Nản cái chế độ...,2,HATE,1,2,2,1,OFFENSIVE,HATE,HATE,OFFENSIVE,0,1,1,0,HATE -> OFFENSIVE
Nguyễn Trọng Thái ong giám bảo anh tôi sai à ? Sai cc đéo sai 😆,2,HATE,1,1,2,1,OFFENSIVE,OFFENSIVE,HATE,OFFENSIVE,0,0,1,0,HATE -> OFFENSIVE
Mình nói lớn mà ngu thì lại nói mình hỗn. Ý thức như đachlone,1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
Cứ như thế này thì duyệt mẹ đi cho nhanh 😀,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Cứ có tiền là muốn lz cũg đc à:)),1,OFFENSIVE,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,1,1,0,0,OFFENSIVE -> CLEAN
Hát dỡ mà hát hoài đuỹ khùng vàbg mã,2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
"Phúc Báo thiệt mấy ba mấy má này rãnh hàng gê, đang trong thời kì dịch bệnh mà ham bay lắm 😢",2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
Đánh chết mẹ nó đi chị để nó mất dạy quá,1,OFFENSIVE,1,2,1,2,OFFENSIVE,HATE,OFFENSIVE,HATE,1,0,1,0,OFFENSIVE -> HATE
"Tăng thu, giảm chi, tích cực tham nhũng. Dân biết khổ sở nhiều sẽ bớt ngu đi thì 1,2 năm nữa sẽ có biến.",0,CLEAN,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Có biết vì sao CNXH xếp sau cùng trong các hình thái Kinh tế của thế giới không? VÌ NƯỚC NÀO ÁP DỤNG NÓ SẼ BỊ DIỆT VONG CMNR CÒN TỒN TẠI ĐÂU MÀ ÁP DỤNG HÌNH THÁI KINH TẾ KHÁC.,2,HATE,0,1,2,0,CLEAN,OFFENSIVE,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
F,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
"quay được phim rồi thì lấy xe bắt chó ra bắt đi , chờ gì nữa",1,OFFENSIVE,0,1,1,2,CLEAN,OFFENSIVE,OFFENSIVE,HATE,0,1,1,0,OFFENSIVE -> HATE
Thanglon nào cũng từng như thế cacban ạ 😌😌😌,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Máu cộng sản ăn vào người rùi nên vậy.,1,OFFENSIVE,2,1,2,2,HATE,OFFENSIVE,HATE,HATE,0,1,0,0,OFFENSIVE -> HATE
Thằng Trung có con *** to lắm,1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
"Người tinh không bằng Trời tính. Nhân quả nhãn tiến. Ác giả ác báo. Bọn Truyền thông THổ TẢ và phe dân chửi mưu gian. lừa phỉnh sẽ bị lật măt gian manh .Ý dân là ý trời.Bọn người gian tham , phá thai, giết hàng tri65u sinh linh sẽ bị Trời diệt. Yêu thương ,bác ái, từ bi sẽ mãi mãi được mọi người tử tế phát huy.",0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Từ bao giờ người nhật mất ý thức như vậy💁,2,HATE,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Sau này cố mà thành ông này bà nọ em ạ. Ko làm đc gì là ăn chửi ngập mặt :)),0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Còn này thật hoc,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Chi em ma chui lon ke cho nguoi ta nghe nguoi ta cuoi hay ho gi,0,CLEAN,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Đi lang thang vu vơ mà cũng gặp nhà chó quyền :)))~ chịu thua,2,HATE,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,HATE -> OFFENSIVE
"Bị giải tỏa nhưng đền bù không thỏa đáng, cả nhà sắp mất bát cơm nên làm liều.",2,HATE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
"Biết bao nhiêu vụ đi bắt người bị quay xong bảo bắt bớ dân lành ? Thì đm bây giờ CA nó chờ đủ hết mọi thủ tục cần thiết nó mới dám bắt chứ không thì đm ""cư dân mạng"" chửi sml ra à ?",0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
"Lão già này đã mở được mắt rôi à, năm 2022 quoay đầu về bờ , đúng là đồ dở hết đường đi. Võ ông đánh gà ko tụt lông.",2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0,HATE -> CLEAN
con di~ dang hang leo rank,1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
Bạy bạ à nghen Úc mới là nơi ung thư nhât thế giới. Nói có sách mách co chứng,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Cường Nguyễn bọn nó còn lấy cái ngón chỏ xỏ vào làm gì ý.mà xỏ xong cả lũ cười.đéo hiểu,1,OFFENSIVE,2,2,1,0,HATE,HATE,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Nó mỗi thế thôi 1 lũ lao vào chửi nó ko ra con người. Vl thật bọn trẻ,2,HATE,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,1,1,0,0,HATE -> OFFENSIVE
Dm cái giọng cười Abe nghe khốn nạn vl ạ :)) nhưng mỗi lần em nghe em đều cười theo =)),0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
deo vang co do do😂😂😂,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Ba nay nge noi bu cu chau ba ne,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
Nguyễn Minh NgỌc đéo hiểu sao t nhìn ảnh nào cx thấy chữ lồn,1,OFFENSIVE,1,1,1,2,OFFENSIVE,OFFENSIVE,OFFENSIVE,HATE,1,1,1,0,OFFENSIVE -> HATE
Mẹ Độ yêu con,0,CLEAN,2,0,0,1,HATE,CLEAN,CLEAN,OFFENSIVE,0,1,1,0,CLEAN -> OFFENSIVE
Quan chức nhà nước mà cứ như vầy thì sao được lòng dân 😡,0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
"Đang bận bắt trộm chim, bẫy dân, hút máo đồng cốt :v",0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
duanhuaditron là clgt :v,1,OFFENSIVE,0,0,1,2,CLEAN,CLEAN,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
"Đây là con "" bong sắc "" hả mng. Tui tưởng đâu là gái chứ , 🙏",0,CLEAN,0,2,2,1,CLEAN,HATE,HATE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Mk sem ma nhu nguoi dien cuoi mot mk co ai nhu rui hok 😂😂😂😂😂🤣🤣🤣😂,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
gà,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
"Cô ba chở vàng qua mỹ :)) nghe hư cấu vl,mày vào xem ký sự 30/4 đi nhé",1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Vãi thèn tèo về cctalk ngay. =]]],0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
con di ngua nay chac sih ra o ho boom ha j,2,HATE,2,0,2,0,HATE,CLEAN,HATE,CLEAN,1,0,1,0,HATE -> CLEAN
Khác nào ăn cướp !,0,CLEAN,1,0,1,2,OFFENSIVE,CLEAN,OFFENSIVE,HATE,0,1,0,0,CLEAN -> HATE
Người j đâu mà chưởi người Việt NAM MÌNH trưởi người ta quá trời ĐÚNG LÀ BÃ CHƯA THẤY QUAN TÀI CHƯA ĐỔ LỆ,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
"Bác sĩ ""Y.T.M.L"" -_- Phạm tội hiếp dâm mà cần gì phải giấu tên ! Vụ này nên thưa ra tòa chứ kĩ luật thì nhẹ quá",0,CLEAN,0,0,1,2,CLEAN,CLEAN,OFFENSIVE,HATE,1,1,0,0,CLEAN -> HATE
"Người ta đã xin lỗi rồi sao cứ vào nick người ta xem rồi đăng lên chửi hoài,nó chửi thề thì kệ nó,nó chửi mấy người chửi nó chứ đau có dám đem người VN ra chửi nữa đau mà nhào vào chửi nó cả vô duyên thế",1,OFFENSIVE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Hán việt là cùng một nồi sinh ra,0,CLEAN,2,0,0,2,HATE,CLEAN,CLEAN,HATE,0,1,1,0,CLEAN -> HATE
"dùng tiền ém nhẹm cu ơi. từ nguyên đơn thành bị đơn thôi, 1 người ko thể chống cả tập đoàn được",1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Đúng là ydol 😅,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Mỗi khi anh độ chửi bậy nó sẽ giật... Sau khi giật xong anh độ sẽ đập nó xuống bàn và chửi đitconmemay giật cailon :),1,OFFENSIVE,0,0,2,2,CLEAN,CLEAN,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
sao ko lấy tên là Linh Láo Lồn nhỉ ae ??,2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
Em cầm cái này phang vào sự chu đáo của anh Ba =))),0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Bớt bớt dô diên dùm cái nha 😒,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
"Yên tâm về Việt Nam thành phế vật ngay ae ạ . Nước ngoài nó chỉ có fuck you , oh shit ... còn về Việt Nam thì k đc đmm thì đcmm hoặc độu má m ... phế chắc chắn 🤣🤣🤣",1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
Lai chim chửi máy đứa trẻ trâu pat! Đi chị,0,CLEAN,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
"Ngu thì chết, phải vì chính nghĩa thì đã ko bị hậu quả... Cứ chính trực thì ai làm đc gì mình...",0,CLEAN,0,2,1,1,CLEAN,HATE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Tai sao ong lai nhan loi cho phong van de cho ten lan nay co co hoi chui nuoc my. Hinh nhu han rat thich thu khi nuoc my bi nan,0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0,CLEAN -> HATE
"Biết tham nhũng bn, 10 phần nộp lại 2-3 là.cùng, tính cả r",0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
D' Đức d hiểu nhìn cái hình là cừ ỉa,0,CLEAN,1,1,1,2,OFFENSIVE,OFFENSIVE,OFFENSIVE,HATE,0,0,0,0,CLEAN -> HATE
"hợp đồng của DCS với Tàu thôi nhá, đéo phải dân.",2,HATE,2,2,1,0,HATE,HATE,OFFENSIVE,CLEAN,1,1,0,0,HATE -> CLEAN
Trung đái dầm,0,CLEAN,0,0,2,1,CLEAN,CLEAN,HATE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
"Hoan hô bác Trần Dần. Người xưa quay lại tiên tri, Chánh nhân ,khai thị cho người sáng tâm .",0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Cho chết cái tội cà khịa Việt Nam🤣,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
"So sánh hay nhể, đây mang tiếng đồng bào mà làm cái như thế này xong đem so sánh với cái nước xa tít tắp, nực cười.",0,CLEAN,1,0,1,1,OFFENSIVE,CLEAN,OFFENSIVE,OFFENSIVE,0,1,0,0,CLEAN -> OFFENSIVE
Giàu thường hay quên cách ăn mặc á :)),1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Già mà tập quyền vậy...coi...khỏe...re...,0,CLEAN,0,1,2,1,CLEAN,OFFENSIVE,HATE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Lúc nó đi ngược chiều nó tông cho rồi kêu chó vàng giúp. Quyền lợi thì muốn mà còn pháp luật thì k muốn tuân thủ,2,HATE,2,0,1,1,HATE,CLEAN,OFFENSIVE,OFFENSIVE,1,0,0,0,HATE -> OFFENSIVE
Thắm thum thủm,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Đem đưa lên cơ sơ xo thẩm quyền THP bốc phân mà ăn :),2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
@Kỹ Năng Sinh Tồn ngáo đá hả bạn có làm j bn chưa mà chửi người ta,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
Khai giảng cái nhẹ,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Chán không thèm nói!,1,OFFENSIVE,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,1,1,0,0,OFFENSIVE -> CLEAN
xạo thặc,0,CLEAN,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Anh em Bắc mà bớ được thì được đập mặt xây lại là ít,1,OFFENSIVE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Ai ăn hết của nhà thằng Dương Dương trả cho nó đi bây. Thấy nó sủa thấy thương ghê á.,2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
Tất nhiên vẫn là câu cửa miệng.... ----> phản động,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Lên top chỉ qua được ng ta ủng hộ sau vụ việc thg KICM nhạc dell hay chổ nào,2,HATE,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Khổ anh :)),0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Hoang mang😱,1,OFFENSIVE,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
Cầu mong linh hon e dc siêu thoát va cung mong luat phap cua viet nam cung nhu đảng csvn hay khoan hồng cho bác chay xe xích lo vi cs miu sinh ng lao dong cung ko ai muon nhu vay ah,0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
Bán mẹ nước rồi còn đâu.,1,OFFENSIVE,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,0,1,1,0,OFFENSIVE -> CLEAN
Khi nào chính thức về với mẫu quốc đảng nô nhớ thông báo trên vtv nha.,2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0,HATE -> CLEAN
Con linh loc nay chat kiep sau no moi noi chuyen dang hoang lai.,0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
"nó ko cộng điểm, mà nó cho thí sinh rớt bớt thôi, có bà chị gặp vụ này r :)))) thi điểm cao vẫn rớt nhé",1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Biết là Nhật cũng có người này người kia nhưng chú bao nhiêu tuổi rồi mà hành động ấu trĩ như thế 😖😖😖,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
về 572 gia định mà đòi đất ....kkkkkk..già mà ngu vl,2,HATE,2,1,2,1,HATE,OFFENSIVE,HATE,OFFENSIVE,1,0,1,0,HATE -> OFFENSIVE
Anlonroi,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Đẹp trai . Tài năng . Tư duy đỉnh cao . Call team tốt và nhiều phẩm chất tốt khác nữa là những gì thầy đều có . Sena 1 người thầy hoàn hảo . Còn thằng ngu 3 gà thì chịu cái gì cũng k có,2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
Nguyễn Đào Nguyên e củng thác mắc như bác sao 16 ng trước k công khai mà sô 17 tràn lan vậy??? hay do Tàu nhiễm nên giấu con Tây nhiễm nên được phép.. vấn đề chính trị hướng dư luận cả k đơn giản đâu,0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
Táng chết cha tụi mày lũ học trò l :)),0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Giúp nguoi bi nan cap thoi . Phai co trai tim nhan ai. .ai cung co dong co lam nguoi tốt . Ung ho liên . Ngưỡng mo,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Trần Ngọc Dương dm het fan cung roi nha,0,CLEAN,1,0,2,1,OFFENSIVE,CLEAN,HATE,OFFENSIVE,0,1,0,0,CLEAN -> OFFENSIVE
cái này t nhường m,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Đi làm osin mà xạo lol ghê,2,HATE,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,1,1,0,0,HATE -> OFFENSIVE
Gọi mấy thằng CA là phải dí thẳng tiền cho chúng nó.ko là đến già chúng nó cũng chả quan tâm,2,HATE,2,2,1,0,HATE,HATE,OFFENSIVE,CLEAN,1,1,0,0,HATE -> CLEAN
Tội đì chây chíp ghê 😩😩😩,0,CLEAN,0,2,0,1,CLEAN,HATE,CLEAN,OFFENSIVE,1,0,1,0,CLEAN -> OFFENSIVE
"add còn viết tắt của address nữa, ngu!",2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
"Thanh Ngân duỗi ra nó như vậy đó bạn, buồn quá tóc xẹp lép, dính vô mặt như cái mâm, phía trước thì dập dờn vậy đó",0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0,CLEAN -> HATE
Nhanh chậm cái con mẹ chúng mày =))),1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
ở Việt Nam rất khó...vì lý do...( ai sẽ là người đứng lên chỉ mặt người đàn áp...vì lỗi do thằng đánh máy...thằng đọc hay thằng ký không có tội )...ví dụ thực tế...1 nhóm người tụ tập kêu gọi hòa bình...ông A ký lệnh do ông B đánh chữ: giải tán nhóm ng,2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
Tuổi Trâu thì nhai lại là hợp cmn lý rồi 🤣,1,OFFENSIVE,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,1,1,0,0,OFFENSIVE -> CLEAN
Toang thật nhỉ,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
"@Hoàng Phúc Lê trước đây khi chưa biết bả hay rep cmt vậy nên t xem clip sẵn đọc cmt cho vui nên vô tình thấy thôi. Mấy cmt nc rất đàng hoàng mà bị chửi tới cha mẹ thì m nghĩ như nào? Bên động nulo toàn fan cô đấy riết bị chửi nhiều cái vô lý quá củng có đứa đéo chịu nổi bật lại kia kìa, những cmt nào tương tác chửi chơi giữa bả vs bạn bả t đọc vẫn thấy bt mà chứ có cl gì đâu nhưng nhiều cái là quá đáng thật. M củng bớt ăn nói mất dạy lại đi vì ban đầu t chưa hề động chạm hay kì thị lgbt và t củng chưa chửi m, làm xấu mặt lgbt vl. Nhiều người đang cố xây dựng hình ảnh tốt đẹp thì mấy đứa mén như m lại lấy việc chửi người khác làm một cách phòng vệ thái quá trong khi chả ai động chạm gì. M nghĩ vậy là hay?",2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
Cái phiếu phạt 20k này csgt đéo bao giờ nghi cái gì hết nha tao bị mấy tờ có cả 50k nữa chỉ là bọn nó tự nghi vào rồi làm màu thôi,2,HATE,0,2,1,1,CLEAN,HATE,OFFENSIVE,OFFENSIVE,0,1,0,0,HATE -> OFFENSIVE
Đình Quang ê đẹp trai vll ra bảo xấu đcm đây mới xàm l nàyy,1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
wibu rách,2,HATE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,0,0,HATE -> CLEAN
Đoàn Duy Diện triệu hồi tú đụ,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Được vãi đái nhờ,0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Co de,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
quá xấu hổ. đã nghèo dốt lại khệnh khạng,1,OFFENSIVE,2,0,2,2,HATE,CLEAN,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
