id,texts,label_original,label_gemini
2123,"đúng cmnr, tư chất q định 90% còn lại 10% cố gắng, nhiều thằng vừa học vừa chơi vẫn thủ khoa còn học đêm học ngày vẫn thi trượt, trong cv cũng vậy nhiều thằng 30 tuổi đường công danh đã sán lạn nhưng nhiều ng đến cuối đời vẫn làm cu li, bốc vác, ko nhẽ họ ko cố gắng",0,1
2124,"Ferrari và rolex là 2 thằng tiêu biểu cho việc kệ con mẹ dư luận, chửi chán rồi cmay sẽ móc tiền cho tao.",0,1
2125,Đây có phải voz méo đâu,0,1
2126,"Đéo phải, tôi chỉ là đang rảnh thôi.",0,1
2127,"Theo mạch phim,trong khi đám khỉ ngày càng tiến hoá thông minh như người thì con người ảnh hưởng bởi virus bắt đầu ""tiến hoá ngược"" thành thú (phần 3 lúc ông đại tá nói chuyện với con khỉ đầu đàn có kể về việc thằng con trai mình và rất nhiều người bị nhiễm virus bắt đầu hành động y như những con thú nuôi) .Đến phần 4 ,mốc thời gian trôi qua hàng chục năm thì việc đám khỉ ""thông minh"" đẻ ra ngày càng nhiều,đám người ""bệnh"" cũng ngày càng tăng thì tụi nó chiếm ưu thế là phải rồi",0,0
2128,Người ta xài lv3 hay lv4 cho mục đích long trip . Chứ đéo ai xài để đi 15km/h cả . Chỉ có mấy thằng cả đời chưa lái xe mới nói vậy thôi,0,1
2129,"mà cái đội ĐTM phát triển từ cái nghị quyết 2017 này cơ, đến lúc đẻ ra lắm quá thì mới ra cái 2020 kia để chữa cháy",0,0
2130,"Chị 7 sinh ra ở châu Âu thì sướng vl r, còn hơn tụi Đông Âu tị nạn, còn so với tụi Nam Mỹ thì khác nào ở thiên đường, tụi này méo có tiền thì có khi đi buôn mai thúy kiếm cơm hằng ngày đó chứ",0,1
2131,Hà Lan ko đủ tuổi đâu... phản công ngu quá...,0,0
2132,"Bẫy là cách hay nhất. Không bắt buộc thớt phải làm to chuyện, làm nhỏ nhỏ được rồi. Gửi video cho nó ""xem trước"". Thằng biết nhục tự khắc sẽ nhục. Còn nó không biết nhục nữa thì để đời dạy.",0,0
2133,"Cũng giống văn mấy thằng nghiện ""ngày nào tao cũng làm 1 bi cả chục năm nay có nghiện méo đâu"".",0,1
2134,"Mấy anh thơ nụ auto 50/50 nhé fen, 400 phế 200 Conan thì sẽ chụp thằng có tóc, fen đang có tóc thì truy ra thuế má thế nào, hàng họ nhập xuất ra sao phạt trước đã, thằng kia đang nợ sml thì kệ mẹ nó thôi",0,1
2135,"fen đó nói đúng rồi, kiến trúc nó có chuẩn chung rồi, bọn gian thương thất đức bịa ra nhiều từ ngữ làm mê muội người mua.",0,1
2136,Ngu sao nghĩ nó đi từ tay trắng. Cứ thua là tay trắng thì bọn nó dở hơi mới đi xâm lược,0,1
2137,"""Rễ chân quỷ"" nhưng Holmes chỉ thí nghiệm là đóng kín cửa rồi đốt bột nó lên. Loại đấy mô tả kinh hơn nhiều",0,0
2138,"Lol, 20 khách là hơn 1 tấn đấy, xả bớt 1 tấn nhiên liệu rồi hạ cánh giữa biển ha",0,1
2139,"thu hồi danh hiệp hiệp sĩ hoàng gia anh đi còn gì nữa đá bóng mà hiệp sĩ éo gì, thời buổi gì hát hò đá bóng làm hiệp sĩ",0,0
2140,"Mày hèn không làm được thì cũng đừng suy bụng ta ra bụng người, cho rằng người ta cũng hèn như mày nữa",0,2
2141,"Cũ người mới ta, éo liên quan nhé, ex rồi thì kệ mợ nó đi, liên quan gì ( mới đọc tít vào cmt luôn )",0,1
2142,"Anh nhầm không, bọn FB là bọn làm thất thoát tiền của mình nhiều nhất đấy. Vừa đéo thu được thuế của nó, mà dân mình còn nạp bao tiền để chạy ads",0,1
2143,"Làm gì có báo nào ở xứ nào chê người ta xấu, viết bậy bị kiện chết bà luôn. Muốn thấy chê xấu thì chui vào mấy diễn đàn như này này. Tây lông cũng đầy diễn đàn như thế, a chẳng qua ko có thì giờ mà đi chui từng cái xem thôi",0,0
2144,Aura voz đéo linh nghiệm với lũ trung đông rồi,0,1
2145,"xấu, độc là như nào. có mà mấy vụ đấu đá nội bộ toàn tuồn tin ra ngoài cho phản động nó đánh chứ có mẹ gì đâu",0,0
2146,"Thế thì bạn chắc là ở xì phố cả đời rồi, chứ bạn về mấy huyện miền núi mà rút tiền ATM thì ko xài agri thì xài ai thế Cái éo gì cũng có 2 mặt, nó sấp nó ngửa tùy ông thôi",0,1
2147,"Thời nào nó làm theo thời đấy, ít ra nó đã thành công, chứ nó có ngu méo đâu, đừng thắc mắc vớ vẩn",0,1
2148,"Hình như 1 trong số đó là hạt giống đỏ đấy anh, bố làm bí thư tỉnh nên mới về, chứ ko có cc",0,1
2149,anh sang châu phi lí luận thế với bọn tham nhũng hết mịa tiền mà nước vẫn nghèo xem nhé,0,0
2150,"Nước đéo nào cũng muốn tăng gdp mà cứ hô hào giảm co2. Có cc mà giảm, trừ khi gdp toàn cầu giảm mạnh, như hồi covid19.",0,1
2151,"600m2 nhà mặt tiền thì phải có xe chạy chứ nhỉ. Làm theo ông kia đi, up cà vẹt xe + nick voz + bìa đất khoá mõm tụi nó đi anh",0,0
2152,1 thằng bị bóc lột và 1 thằng đi bóc lột thì fen nghĩ ngta trọng thằng nào hơn?,0,0
2153,"tâm lý khỉ gì đâu công an đánh chết nghi phạm trong đồn đầy ra chả thấy thằng CA nào bị tâm lý cả ( người ta còn chưa bị coi là tội phạm, chưa bị kết án tử nhé )",0,0
2154,"chắc sau lại giống bọn baemin, trước 1 đống voucher ngon mà giờ cắt sạch lởm đ chịu",0,1
2155,Vậy thì người ta nói gì sai mà khoá mõm. 1% thì cũng là có thể. Ko dám chơi mà cứ xồn xồn lên.,0,1
2156,"Nhà sg dùng nước giếng mà cũng khoe, nước ô nhiễm bỏ mẹ",0,1
2157,"lol, may vl, t toàn tự kiếm, cũng đéo dc ai nhờ vả",0,1
2158,bb xây nhà mua xe lập gia đình ổn định rồi mà m vẫn như thằng trẩu,0,2
2159,Mấy lão này trư nghĩ chính là mấy thằng “chú ko uống là ko nể anh” chứ ai mà gọi,0,2
2160,"Đất nước ta còn nghèo do vừa mới thoát ra khỏi chiến tranh, bị các thế lực thù địch chống phá, lại phải đương đầu với đại dịch câu vít. Éo phải ăn bo bo là tốt rồi, ý kiến éo gì. Bọn mày phải biết ơn cảng, ơn chú phỉnh đã lèo lái con thuyền kách mệnh vượt qua bao nhiêu sóng gió, đi từ thắng lợi này tới thắng lợi khác.",0,1
2161,"Xã phường éo có quyền hạn nghĩa vụ gì đâu thím. Thứ nhất là đây vay dân sự , có phải án hình sự của bên công an đưa xuống đâu mà bọn xã phải làm Thứ 2, bọn xã ko dc đồng bạc nào của FE cả, nó rảnh đâu đi đòi nợ dùm",0,1
2162,"""Trên voz cái đ gì cũng có thể xảy ra""",0,0
2163,"lãnh đạo YB ăn hại số 2 ko ai số 1 Không ăn ké được cái cao tốc HN-LC thì chắc giờ chẳng ai biết YB ở đâu, vì nó quá ""xa xôi hẻo lánh""",0,2
2164,Thiểm tây nó người việt đéo đâu,0,1
2165,"Cái gọi là số mệnh, là do thời xưa tụi cầm quyền nghĩ ra để mị dân rằng ""tụi mày đã có số mệnh rồi, đừng có chống lại ý trời, tức tao làm vua, tụi mày đừng có ý nghĩ lật đổ tao"" Toàn lấy thiên nhiên gán gép vào con người, vận mệnh mình là do mình quyết định chứ hợp hay không cái qq gì",0,1
2166,Mất thật anh ạ. Nó nói chẳng khác mấy thằng tây lông sang đây cả.,0,1
2167,Câu hỏi chán đéo chịu được,0,1
2168,trung thực không có nghĩa là ngu. nếu bạn là 1 nhà phát minh vĩ đại thì bạn cần gì phải lươn lẹo. bạn vẫn làm nên đại sự.,0,0
2169,Đh tây bắc to đùng khủng bố đéo ai học mấy. Đề nghị mang trg đh nào đó ném vào đó để kéo dân ra khỏi ngàn năm văn vở.,0,1
2170,"lấy tiền xây thủy điện đi xây thủy lợi rồi lấy tiền đâu đi xây hạt nhân bù vô? đã xây thủy điện rồi xây thêm thủy lợi làm éo gì thế, thủy điện nó đóng vai trò thủy lợi luôn, chỗ nào không có thủy điện mới xây thủy lợi.",0,1
2171,Chán éo buồn nói nữa,0,1
2172,"lương này mà còn chê trung bình hơi yếu 1 chút, méo hiểu vozer :v",0,1
2173,"Anh thì khôn vl, tôi nói sai chỗ nào mà thanh niên thể hiện?",0,2
2174,"Độc tài hay đơn đảng nó chỉ là cách gọi cho những nước không thuận mắt phương Tây thôi. Chứ bản thân thằng Nhật suốt gần 70 năm qua chỉ có duy nhất 1 đảng lãnh đạo, những đảng khác chỉ đc cho vài ghế tình thương thì gọi là gì? Tư bản định hướng XHCN à?",0,1
2175,"80 thì anh mua thêm lọ sơn xanh phản quang, bố thằng CA ko dám phạt nhe",0,1
2176,"Cái này tôi không biết, nhưng trên shopee có mấy thằng nó bán dầu giả nhiều quá trời. Xong rồi bày đặt dán tem vàng, tem đồ chính hãng lên... Hãng đéo gì cũng một tem",0,1
2177,Làm gì ngang đc. Bọn này thua Hàn Nhật 1 cấp,0,1
2178,"2023 rồi các anh ơi, chỗ nào đơn thuốc ghi tay thì lần sau cạch mịa đi chứ đâm đầu vào làm gì",0,1
2179,"Kể cả những phim bình thường như phim 65 bữa coi, cha trắng mẹ đen coi chối đéo chịu đc, khủng long thì tạm đc nhưng tình cảm lệch pha quá, chán cho phim ảnh bây giờ,",0,1
2180,"dân trong đấy xàm nhề, có mỗi cái ông diễn hài mà làm như thánh.",0,2
2181,Vn đất rộng vcl. Đất ở trên núi. Ông nào ở trên nói mà 1 tỷ 5. Cười ẻ. Rồi trên youtube có thằng nguyễn duy nào đó. Đất ở tiền giang 90m2 mà 400 triệu.,0,1
2182,Chuẩn mẹ nó rồi. Nộp đơn làm kỹ sư mà chán vãi nhái,0,1
2183,Nước ngoài học phí cũng đắt bỏ mẹ chứ rẻ đéo đâu,0,1
2184,Thôi mày éo hiểu tao cũng méo cần giải thích gì thêm. Nhìn đống reaction biết tao nói đúng hay sai rồi,0,2
2185,Mụ này khác… chứ oanh hà chúng nó đã ầm Lên rồi,0,2
2186,"Công cái con khỉ, thương mại Mỹ - tàu còn có 275 tỷ xếp sau cả Mỹ-Mexico, Mỹ - Canada. Bị Mỹ với Phương Tây nó đéo thèm mua hàng nữa thì có",0,1
2187,"Hỏi thật, cứ bị theo ý chí của người khác có thấy nhục không ? Nếu có tự trọng thì đéo cần nhờ ai cả, kể cả ông bà già",0,2
2188,Vn có 100 chai dân cũng thiếu đéo gì.,0,1
2189,"Tích cực khuyên nhân dân chi tiêu, xài tiền đi anh em. Ai có tiền xài tiền, ai có vàng xài vàng, ai không có tiền vàng thì bán thận, vay ngân hàng. Góp phần cho dòng tiền nó luân chuyển, cho nền kinh tế nó thoáng ra. Nghe làm bùi gì mấy thằng lom rom trên bày",0,1
2190,"Thấy 1 lúc lâu tụi nó mới chạy ra kiếm, éo hiểu nghĩ gì",0,1
2191,Ví dụ thằng tôi vừa quote về vấn đề ngôn ngữ bên trên. Mấy thằng nhảy đong đỏng lên chụp mũ vện thì 1-2 trang đầu éo thiếu.,0,1
2192,Chỉ có ngu mới đi luận tội Biden lúc này. Chẳng đc lợi lộc gì.,0,1
2193,Linh vật như con ma,0,1
2194,"Không ngủ được thì ngủ đi, thức làm đ*o gì",0,1
2195,Con ny thì điên lên là đéo..,0,1
2196,"Phim hay hay không là do gu từng người. Nhưng nhiều thằng khó hiểu vl, những đoạn flashback để giải thích về quá khứ và lý do nhân vật đó hành động như vậy thì tua đéo xem, rồi lên kêu phim nhàm chán, dài dòng, đéo hiểu kiểu gì",0,1
2197,"Đang Hà nội đây, cái lol j cũng đắt vcl",0,1
2198,"Xem mà đéo hiểu đang xem gì luôn, đéo có tí điểm nhấn nào",0,1
2199,Doanh nghiệp lớn quá cũng khổ. Tự dưng 2 nước ghét nhau mình làm con dê tế thần,0,0
2200,Ko còn hứng thú xem như trước nữa...càng học tử vi càng ngu,0,0
2201,Cái hình vô lí thế mà mày cũng nghĩ ra hả thớt,0,1
2202,"BQT là cư dân bầu ra, thay mặt cư dân làm việc với các bên khác chứ thuê mướn cc gì.",0,1
2203,Nói cho vui. Cho mấy thằng tư bản coi chứ cứt thực hiện,0,1
2204,Nó có bay nhanh đâu mà xàm thế. 5 tỷ năm nữa mới bằng 2/3 khoảng cách bây giờ. Con người với đà phá hoại mt thế này ko biết sống nổi 1000 năm nữa ko. Lo chi xa.,0,1
2205,A nhắc tôi mới nhớ =]] hết cmn 40 phút chả có cái quần què gì.,0,1
2206,"Tôi nghĩ bà mẹ đó thông minh chán, đâu ngu như thằng nào đâu mà đòi lên mặt trăng.",0,2
2207,Á đù bọn tiền đạo nhìn đấy mà học tập,0,1
2208,"đéo cảm thấy gì cả, có nhiều cái để bận tâm hơn mấy thứ vớ vẩn này, người ta tối ngày tính toán, học tập, làm việc mua xe mua nhà mua đất đây thanh niên tối ngày soi mói, mặc cảm mấy thứ vớ vẩn",0,1
2209,B52 bay cao 20km còn ăn quả SAM2 vào mặt mà bọn đần này nghĩ con khinh khí cầu này vô đối với không quân Mỹ thì đ thể nào giải thích được,0,1
2210,"Tỏ tình fail? Bình thường vãi lon. Làm sao để vượt qua? Yên tâm, đéo buồn mà chết đâu em, rút kinh nghiệm từ lần đẩy láo này và em sẽ trưởng thành hơn. Đối mặt như nào? Tự tin nói chuyện như bình thường thôi, đừng cay cú hay xấu hổ gì cả.",0,1
2211,Bạn gấp thằng Văn toản,0,1
2212,Nó tập để cho mày xem đéo đâu mà cấm?,0,2
2213,Có sổ rồi thì điều tra cái căng củ cọt ấy.,0,1
2214,"mua nhà để ở thì bỏ hết các ý nghĩ ""đầu tư, sinh lời, mất giá"" đi. Cứ nghĩ thế thì đéo bao h mua đc nhà đâu",0,1
2215,"Thành đánh giá là tây, ăn theo khẩu vị tây..nhưng cái guide đó dc đông đảo ng chấp nhận.. Khẩu vị Tàu thấy ngon nhưng bọn đánh giá ko thấy ngon thôi.. cũng chả chính trị gì Tàu có thể tự lập tiêu chuản riêng đánh giá của nó.. vde ko nổi dc nhiều ng theo như thg Michale thôi",0,0
2216,"Truyện tàu đợt vừa rồi bay 1 mớ. Đủ thể loại tiên hiệp, huyền huyễn, linh dị… chết hết. Đúng là bóp cả 1 thế hệ",0,1
2217,Ví dụ đẹp xấu nhé Mày xinh vl Mày xấu vl,0,0
2218,Chuyên viên thì đ đc làm lead ah?)) đi làm công ty lớn cho mở mang tầm mắt đi cu. ))),0,2
2219,Mày có phải mod v0z đâu mà sợ bị đánh,0,2
2220,"Thế kệ mẹ nó, lôi chính quyền vào mà xử",0,1
2221,"Có cái vẹo gì lạ đâu, trò này cty nước ngoài nó cũng bày. Từng gặp 3 cty như vậy rồi, hr xin link fb cá nhân vào xem thử. Đek quan tâm, thanh niên nghiêm túc, ko post nhảm trên fb nên ai muốn xem cũng dc",0,1
2222,Bọn chó khôn về già biết sắp chết là nó bỏ đi đấy fence. Hồi tôi nhỏ nhà nuôi 1 con cũng y hệt vậy.,0,1
2223,"Ơ! Thớt này chưa bị xóa à... Cô vít cộng đồng còn nữa đâu, bị gô cổ hết mẹ rồi Ae SG-HN có cái lễ trọn vẹn rồi nhỉ....quẩy banh nóc....",0,1
2224,Vậy cái thằng củ cải kia nó chuyển chị 30 củ r lừa 500 củ chứng tỏ tụi nó cũng câu. Nhưng cách xác định đối tượng của tụi nó ntn nhỉ.,0,1
2225,Đầu trận tới giờ 3 cơ hội rồi mà ông Hoàng chuyền còn thua thằng nghiệp dư....,0,1
2226,lông mũi tôi bây giờ 50% bạc hết rồi... méo hiểu nó có liên quan gì đến tóc bạc ko,0,1
2227,Thím đóng 35% thì mất mịa 1/3 tiền rồi @@. Thím làm ngành gì đấy @@.,0,1
2228,Đéo có ai thực sự hối hận vì được sinh ra. Họ chỉ quá tuyệt vọng về cuộc sống. Nếu ta không sinh thêm người thì sớm thôi người già sẽ đông hơn người trẻ. Khi ấy đống thuế nuôi phúc lợi ngập mồm,0,1
2229,Kiện chết bà nó đi fen. Thế nỳ lãi 3000% ah. Vote kiện,0,1
2230,La Gió chém trong truyện thôi... nhưng đọc hay xem xét thì phải lấy logic ra suy nghĩ .. Thục lúc đó tuổi gì diệt Ngô.. mà Lưu Bị cũng ko ngu.. mà vì 1 thằng tướng diệt quốc...Làm vua làm chú lên dc đến đó từ tay trắng ko tình cảm hay ngu muội thế đâu.. ko thì chết từ lâu rồi,0,1
2231,"Báo rõ luôn tên tuổi địa chỉ đi, up lên mấy trang nổi tiếng kiểu gì chả có bọn quản lý nằm vùng, xem nó có còn dám kiểu bố láo thế ko !",0,1
2232,"Hiếm vì nước sở tại nó có cho định cư đâu mà nói chuyện như ko thèm ấy, đúng là nghèo mà còn bày đặt chẻnh, hết thời gian lđ nó đuổi về.",0,1
2233,"Chuyện bỏ tiền ra là đương nhiên. Câu chuyện êm đẹp chẳng có gì xảy ra khi mà cái tin 60t kèm cái áo Mẹc xi được trưng lên. Giờ nói miệng thì của ai chả được, nhưng mà trước mắt thấy 1 ông gặp được 1 lô cầu thủ với 1 thằng cố tình nhét vô MV rồi chống chế vì cái mục đích cao cả blah blah gì đó. Thì thấy trước mắt là ông Cường uy tín +1 rồi. 5m kèo này chỉ khi nào Mẹc xi réo tên thì ăn lol về danh + tài thôi, chứ ông Cường thì lú luôn. Mà tầm cỡ doanh nhân cũng chả hiểu sao hợp tác được với thằng này nhỉ?",0,1
2234,"Oan sai thì ở nước nào cũng có, có ông chết oan trong tù rồi mới được minh oan. Cái quan trọng là khắc phục thì các ông ấy đùn đẩy làm lơ. Dù biết rõ ràng đã oan sai nhưng đéo chịu nhanh chóng đền bù cho người ta.",0,1
2235,"nhìn phong cách với cảm xúc còn thua cả paddy sun, mịa cha cái thằng 1 bài lên hít. Mình mù nhạc lý mà còn thấy nó đánh đỉnh vãi ra, bao năm rồi. Như kiểu chơi với cái đàn ý.",0,1
2236,"Nhảm, liên quan gì ?",0,1
2237,Má...buông tha acc này đi mà...,0,1
2238,Chẳng lẽ toà muốn dí thằng bố không cho thoát nhỉ.,0,1
2239,"Anh Long sang mẹ vn bay phòng cho dễ thở, Hàn ngột ngạt với người nghiện vl",0,1
2240,"cần gì phen, thằng cu mới 6t chứ nhiều nhặn gì, nó cứ cầm cái muôi xong giã thẳng cánh thì đến tôi là thằng ngoài 3x tuổi cũng xây xẩm mặt mày chứ nói gì thằng cu con",0,1
2241,Cho vay là giao dịch dân sự. Cầm tờ giấy đó làm con moẹ gì cũng chả ai xử cho thím đâu mất công thêm thời gian đi lên đi xuống. Có tờ giấy thì đem ra cho dân xã hội nó đòi ý,0,1
2242,"như thái lan là bài học... họ bị bẫy trung bình vì trong time như ta chuẩn bị cách mạng, thì họ ko thành công là chỗ ấy... nói chung mún đc như sing thì phải nghiêm ngặt như tụi sing thì may ra hóa hổ...",0,0
2243,"Vì nó không phải khu vực của EU và NATO. Ở ĐNÁ có 2 thằng Miến Điện với Thái Lan hỗn loạn, chúng nó cùng lắm chỉ lên tiếng ngoại giao cho có thôi chứ làm mẹ gì can thiệp trực tiếp được.",0,1
2244,"Tộc thì nó cũng liều bỏ mẹ ra ấy, đợt trước có clip có ông tộc cầm cây cung ra khè con linh cẩu sau bị cả đàn nó đuổi cho sml, may mấy ông phóng viên cầm súng lao vào cứu ko thì cũng mất xác rồi.",0,1
2245,"Có thằng con sĩ diện vãi, đám cưới mày thì mời khách của mày đi",0,2
2246,"Vl 4 đồng là 400k à, kinh vậy",0,1
2247,"ơ trên toàn mấy ông định nghĩa cười v k l )) ""CA SĨ"" từ cái từ nó đã rõ ràng là ""người chuyên hát"" rồi, thế mà vẫn phải lôi việc nó chỉ hát thôi chứ không sáng tác nhạc vào nên k dc gọi là ""CA SĨ"" )",0,1
2248,"Máy bay này làm thuần quản lý nên chuyên ngành kém là chuyện bt,tôi thấy đéo có vấn đề gì.",0,1
2249,Thằng dưới apply đi mày. Có nick voz là 1 ưu thế.,0,2
2250,Anh revir xài clone đây à? Nick này có liên quan gì đến việc chữa bệnh gì đâu nhỉ? Sao anh lại đề cập việc anh chữa bệnh như thế nào? Mà anh lại là cái thằng lôi tiệm nhà tôi lên topic này chứ ai đả động gì? Cái văn “hay nói đạo lí” cũng quen lắm.,0,2
2251,"xây phòng cách âm, kệ mẹ đời",0,1
2252,"""Xúp"" có nghĩa là bột canh chứ không phải ""Súp"" thím ơi Quả ""Ủi"" có nghĩa là quả ""Ổi"" (dân Vĩnh Bẩu)",0,0
2253,Vậy là lại quay lại vde... tư nhân cạnh tranh nhà nước... Câu hỏi đặt ra... chính sách ủng hộ tư nhân hay nn Ủng hộ tư nhân => thì DN nhà nc thua lỗ... lấy thuế bù.. dân cũng gánh Ủng hộ nhà nước => tư nhân chết.. DN 1 mình 1 ngựa lại chây ỳ ko thèm phát triển... lấy lỗ làm lãi (các DN nn hiện nay)... dân cũng gánh,0,0
2254,thế t nói thằng kia không có tình cảm với con chó của nó chứ tao nói mày hả ?,0,2
2255,Anh lại nghĩ Việt Nam toàn thanh niên 1m8 như vozer xaolol thì ...,0,1
2256,"Anh cho tôi hỏi, nếu anh thấy vozer thối um thế thì anh vẫn vào bình luận làm gì thế? Và theo anh thì nên cho đám vozer đọc cái gì để khai sáng được? Tôi hỏi thẳng và thật, ko có ý định công kích hay kích đểu cá nhân anh, vì tôi thấy tôi cũng ngu bỏ mẹ,",0,0
2257,hóng chết bớt mấy thằng đầu cơ đất đai,0,1
2258,"""Ai đó"" nắm cả FED lẫn chính phủ Mỹ chắc chỉ có chúa, hoặc đám siêu nhân nào đó ẩn danh như mớ thuyết âm mưu về nhóm người đang thao túng loài người đó hả, đọc quyển chiến tranh tiền tệ đẻ ra mấy thuyết âm mưu kiểu này lắm",0,0
2259,"Tôi biết 1 thằng trong số ""những thằng châu âu đòi mua"" mà thằng iran nói mà chắc anh em cũng bt thằng này rồi",0,0
2260,Bố nào nghĩ ra được mấy câu này đọc buồn cười éo chịu được,0,1
2261,"Đất nước thì nghèo, cơ sở vật chất tồi tàn thì lấy lol đâu ra vđv giỏi được. Thôi lo mà phát triển kinh tế đi đã, mấy thứ thể thao xa xỉ thì để sau.",0,1
2262,90% việc nhà mày đi thuê giúp việc còn hơn. con nhà người ta nuôi mấy chục năm về làm osin cho mày chắc,0,1
2263,0% chứ kiếm méo đâu ra mà 1% hả fen,0,1
2264,"Hồ ca quả người học rộng hiểu sâu, võ văn thao lược, bê gạch đã tốt mà học hành cũng giỏi. Đắc Nhân Tâm thế hệ 8x 9x xem như sách gối đầu giường, lớp sinh sau đẻ muộn không biết nên mới bôi nhọ tác phẩm kinh điển này, bắt đầu bằng tay lều báo “sự khốn cùng của sách self help”. Tôi trước đọc cũng lắm, nay đóng thùng carton hết rồi",0,0
2265,Vozer có dell gì phải tự ti khi gặp em gái này nhỉ? Thằng đàn ông đầu đội trời chân đạp đất đều có giá trị của bản thân mình hết chứ có mịa gì đâu mà phải ngại! Vững tin mà chiến đấu chứ!,0,1
2266,"có thể cả vũ trụ này là tập hợp các hạt của một sinh vật nào đấy , giống như hạt nhân này vậy",0,0
2267,"Thím chém gió không biết ngượng, Landmark giờ toàn >80 củ / m2, đào éo đâu ra 10 tỷ 180m2.",0,1
2268,"1m66 nhưng đc cái ưa nhìn, nhiều gái khen đẹp trai, méo tự ti cc gì cả",0,1
2269,"Anh không thích nó thì cứ việc block nó thoải mái cho khỏi chướng mắt, nhưng việc mod khóa mõm nó vì tội ""Bình luận không phù hợp"" thì vô lý quá, mặc dù thằng đấy chẳng xúc phạm gì ai. Nó chỉ đưa ý kiến & suy luận chủ quan của nó thôi.",0,0
2270,ông chê lão dở hơi thì next đi bạn 1,0,0
2271,"Nhiều người vẫn không thoát khỏi mấy chữ "" tham, sân , si "" nhỉ",0,0
2272,"Đất nước thứ 3 mà đòi giá nhà ngang HK, Singapore trong khi bọn này là các nơi thuộc dạng phát triển và có quỹ đất nhỏ hơn VN nhiều. Giá đất mà cao đến thế thì đúng là mạt vận VN rồi. Kể cả ở trung tâm HCM và HN luôn nhé, bớt ảo giá giùm.",0,0
2273,"Tôi thấy giờ họ cơ giới hóa nhiều rồi, trừ ""công nhân tri thức"" ra thì đa số đều bị cho đào thải trước khi xin nghỉ ấy. Không tuyển được dân bản địa thì nhập thêm dân xứ khác vào thôi.",0,0
2274,"Bọn này đang có 1 thế hệ cha ông tầm 8x bắt đầu có sự nghiệp hay chí ít là có tiền để cho chúng nó ăn bám. Bọn này chưa phải trải qua khổ cực hay cơm áo gạo tiền nên động lực vươn lên và tích lũy không có. Bọn này trải qua thời kỳ trỗi dậy mạnh mẽ của internet, ảnh hưởng rất nhiều lối sống không thực tế và tiêu cực, cũng như phong cách sống ""đời người chỉ một lần"" Nói chung, việc này nằm ở vấn đề thời cuộc và ý thức hệ. Cứ để xã hội tự vần theo cách của nó, mình không thể điều khiển được. Cái gì không thể thì mặc, vì tương quan mà nói một cách công bằng thì thế hệ 7x, 8x cũng có những suy nghĩ tương tự với 9x",0,0
2275,"mày bớt cosplay đi, đầy người thèm, chỉ có mày giả bộ cáo chê nho không thèm thôi, Mỹ nó còn là siêu cường và là vùng đất hứa, giấc mơ Mỹ ít nhất 1 vài thế hệ nữa, khỏi xạo xạo tinh vi",0,1
2276,"Nói chung càng lòi ra nhiều cái thì thằng Vin càng phải cố mà dứt điểm, đừng nói sau cái bài báo này, đại diện bên Vinfast cũng vẫn trả lời ""Chơi đến cùng"" nhé..., để xem câu chữ sắp tới đại diện Vinfast xài là gì, vừa muốn ko thua về mặt ""Pháp lý"", vừa muốn thể hiện sự ""Thông cảm"", vừa muốn thể hiện sự ""Công bằng của pháp luật"", vừa muốn thể hiện sự ""Răn đe với đám tung tin, review sai sự thật""...",0,0
2277,"Sai hoàn toàn, những thằng sống hạnh phúc nhất là những thằng thế giới ít đoái hoài tới nó, như bọn bắc âu, bhutan, newzealand",0,1
2278,"Thế nên chị mới ế tới năm 41t đó. Vãi đái truyền thông bây giờ, mình sợ mấy cái thứ truyền thông bẩn này nó ảnh hưởng tới con cháu mình vãi",0,1
2279,Lại đếm cua à? ngày éo nào cũng khách thế đâu hôm công 600k hôm công 0 đồng. giờ phải xem cái hđlđ làm dân họ bị khó khăn gì mà tẩy chay ghê vậy?,0,1
2280,Toàn thấy so 1 thằng thời chiến với 1 thằng thời bình.,0,0
2281,"đú vkl, ông cha có câu ""mèo vào thì khó, chó vào thì sang"" từ xưa rồi, từ khi nào mèo lại thành biểu tượng may mắn vậy? Hơn nữa tiếng mèo kêu ""meo meo"" nó khá giống với ""nghèo""",0,1
2282,"Dốt thì nói ít lại cho bớt lộ ra đi fen. Doanh nghiệp Việt xuất khẩu nông sản, cao gió, ống hút... còn biết đường xin giấy phép FDA thì thằng như vf, thuê nhân sự cấp cao nước ngoài lại chẳng biết đường lo target pháp lý về tiêu chuẩn mỹ trước.",0,1
2283,"Thôi, tùy các anh thôi. Mỗi người 1 quan điểm. Đã ghét thì kiểu đeo gì cũng chửi được. Xưa hàng made in china thì các anh kêu tq giỏi thế, giờ hàng made in vn thì các anh kêu toàn FDI Tóm lại, tùy các anh muốn nói cái mả mẹ gì thì trên báo cáo vẫn là doanh thu bn, bán ra bao nhiêu xe. Thế thôi. Còn ghét thì các anh cứ chửi, chả ai cấm",0,1
2284,Không phải tự nhiên mà bọn nhà giàu nó toàn tích vàng với đô mặc cho truyền thông nước nhà ra rả tuyên truyền coi đó như là tài sản chết đâu,0,0
2285,vin sao lại để báo nhét chữ vào mồm thế? sao không kiện vỡ mồm cái bọn đưa tin láo đi ?,0,1
2286,"bọn cầu thủ ủng hộ người biểu tình, phản đối chính quyền nên ko hát quốc ca",0,0
